자치구_코드_명,서비스_업종_코드_명,점포_수,폐업_률,폐업_점포_수,프랜차이즈_점포_수,년,분기,년_분기
용산구,여관,89,1.1,1,0,2021,4,2021-04
용산구,커피-음료,625,3.5,27,153,2021,4,2021-04
용산구,치킨전문점,55,3.6,5,82,2021,4,2021-04
용산구,패스트푸드점,138,2.7,6,87,2021,4,2021-04
용산구,양식음식점,753,1.5,12,32,2021,4,2021-04
용산구,일식음식점,235,3.8,10,25,2021,4,2021-04
용산구,중식음식점,161,2.8,5,15,2021,4,2021-04
용산구,한식음식점,1699,3.0,54,116,2021,4,2021-04
중구,전자상거래업,2329,0.6,15,7,2021,4,2021-04
중구,화장품,745,2.3,20,117,2021,4,2021-04
중구,문구,329,0.9,3,10,2021,4,2021-04
중구,의약품,290,1.3,4,12,2021,4,2021-04
중구,편의점,33,3.2,15,436,2021,4,2021-04
중구,슈퍼마켓,843,1.6,14,12,2021,4,2021-04
중구,여관,211,3.2,7,5,2021,4,2021-04
중구,커피-음료,706,3.0,32,348,2021,4,2021-04
중구,치킨전문점,54,6.0,9,97,2021,4,2021-04
중구,패스트푸드점,127,1.7,4,102,2021,4,2021-04
중구,양식음식점,387,2.8,12,48,2021,4,2021-04
중구,일식음식점,255,2.4,7,38,2021,4,2021-04
중구,중식음식점,252,1.5,4,14,2021,4,2021-04
중구,한식음식점,2505,2.4,68,286,2021,4,2021-04
종로구,전자상거래업,1796,0.4,8,2,2021,4,2021-04
종로구,화장품,377,2.9,12,43,2021,4,2021-04
종로구,문구,270,1.7,5,28,2021,4,2021-04
종로구,의약품,274,1.4,4,14,2021,4,2021-04
종로구,편의점,29,2.1,8,358,2021,4,2021-04
종로구,슈퍼마켓,519,1.1,6,12,2021,4,2021-04
종로구,여관,209,5.2,11,1,2021,4,2021-04
종로구,커피-음료,868,3.5,41,300,2021,4,2021-04
종로구,치킨전문점,46,3.8,5,85,2021,4,2021-04
종로구,패스트푸드점,168,4.9,13,100,2021,4,2021-04
종로구,양식음식점,507,2.4,13,32,2021,4,2021-04
종로구,일식음식점,256,1.0,3,40,2021,4,2021-04
종로구,중식음식점,201,3.8,8,9,2021,4,2021-04
종로구,한식음식점,2710,2.2,64,220,2021,4,2021-04
강동구,전자상거래업,2408,0.7,17,5,2021,3,2021-03
강동구,화장품,572,3.0,18,38,2021,3,2021-03
강동구,문구,115,0.0,0,13,2021,3,2021-03
강동구,의약품,363,3.6,14,31,2021,3,2021-03
강동구,편의점,34,3.2,14,403,2021,3,2021-03
강동구,슈퍼마켓,457,3.8,18,12,2021,3,2021-03
강동구,여관,97,2.0,2,1,2021,3,2021-03
강동구,커피-음료,526,3.6,25,167,2021,3,2021-03
강동구,치킨전문점,138,4.8,15,172,2021,3,2021-03
강동구,패스트푸드점,132,2.4,6,119,2021,3,2021-03
강동구,양식음식점,183,2.4,5,23,2021,3,2021-03
강동구,일식음식점,219,4.6,11,21,2021,3,2021-03
강동구,중식음식점,154,4.7,8,18,2021,3,2021-03
강동구,한식음식점,2112,2.9,67,215,2021,3,2021-03
송파구,전자상거래업,3860,0.6,22,9,2021,3,2021-03
송파구,화장품,1066,2.5,28,70,2021,3,2021-03
송파구,문구,238,0.4,1,28,2021,3,2021-03
송파구,의약품,683,1.0,7,33,2021,3,2021-03
송파구,편의점,57,2.2,16,675,2021,3,2021-03
송파구,슈퍼마켓,678,2.7,19,31,2021,3,2021-03
송파구,여관,96,2.1,2,0,2021,3,2021-03
송파구,커피-음료,908,4.4,56,358,2021,3,2021-03
송파구,치킨전문점,133,4.2,16,246,2021,3,2021-03
송파구,패스트푸드점,226,2.6,11,195,2021,3,2021-03
송파구,양식음식점,448,3.0,15,46,2021,3,2021-03
송파구,일식음식점,450,3.1,16,58,2021,3,2021-03
송파구,중식음식점,241,5.1,14,32,2021,3,2021-03
송파구,한식음식점,3242,3.2,116,412,2021,3,2021-03
강남구,전자상거래업,4607,0.8,38,15,2021,3,2021-03
강남구,화장품,2890,1.9,58,100,2021,3,2021-03
강남구,문구,299,1.4,5,59,2021,3,2021-03
강남구,의약품,844,1.9,17,57,2021,3,2021-03
강남구,편의점,69,3.3,33,946,2021,3,2021-03
강남구,슈퍼마켓,845,3.2,29,51,2021,3,2021-03
강남구,여관,138,6.5,9,0,2021,3,2021-03
강남구,커피-음료,1595,3.4,78,688,2021,3,2021-03
강남구,치킨전문점,133,4.1,15,231,2021,3,2021-03
강남구,패스트푸드점,364,3.3,20,238,2021,3,2021-03
강남구,양식음식점,1300,2.9,40,102,2021,3,2021-03
강남구,일식음식점,829,2.7,25,91,2021,3,2021-03
강남구,중식음식점,429,3.3,15,27,2021,3,2021-03
강남구,한식음식점,4694,3.2,169,546,2021,3,2021-03
서초구,전자상거래업,3189,1.1,36,2,2021,3,2021-03
서초구,화장품,1195,1.4,18,58,2021,3,2021-03
서초구,문구,234,0.7,2,33,2021,3,2021-03
서초구,의약품,533,0.5,3,25,2021,3,2021-03
서초구,편의점,35,2.5,14,526,2021,3,2021-03
서초구,슈퍼마켓,487,2.7,14,29,2021,3,2021-03
서초구,여관,65,12.1,8,1,2021,3,2021-03
서초구,커피-음료,915,3.8,47,322,2021,3,2021-03
서초구,치킨전문점,78,3.4,8,160,2021,3,2021-03
서초구,패스트푸드점,162,1.7,5,134,2021,3,2021-03
서초구,양식음식점,484,3.2,17,48,2021,3,2021-03
서초구,일식음식점,338,2.7,10,39,2021,3,2021-03
서초구,중식음식점,241,1.9,5,18,2021,3,2021-03
서초구,한식음식점,2694,3.1,94,315,2021,3,2021-03
관악구,전자상거래업,2092,0.3,7,4,2021,3,2021-03
관악구,화장품,448,4.1,20,38,2021,3,2021-03
관악구,문구,101,0.0,0,11,2021,3,2021-03
관악구,의약품,283,2.0,6,21,2021,3,2021-03
관악구,편의점,29,2.1,11,484,2021,3,2021-03
관악구,슈퍼마켓,492,3.4,17,5,2021,3,2021-03
관악구,여관,139,5.8,8,0,2021,3,2021-03
관악구,커피-음료,526,3.6,25,171,2021,3,2021-03
관악구,치킨전문점,120,7.7,22,165,2021,3,2021-03
관악구,패스트푸드점,136,5.5,14,118,2021,3,2021-03
관악구,양식음식점,254,2.8,8,29,2021,3,2021-03
관악구,일식음식점,250,5.1,14,27,2021,3,2021-03
관악구,중식음식점,214,6.1,14,16,2021,3,2021-03
관악구,한식음식점,2414,3.1,82,240,2021,3,2021-03
동작구,전자상거래업,1726,0.4,7,2,2021,3,2021-03
동작구,화장품,355,2.6,10,34,2021,3,2021-03
동작구,문구,79,1.1,1,12,2021,3,2021-03
동작구,의약품,265,2.5,7,20,2021,3,2021-03
동작구,편의점,22,4.7,17,339,2021,3,2021-03
동작구,슈퍼마켓,319,4.2,14,13,2021,3,2021-03
동작구,여관,42,4.8,2,0,2021,3,2021-03
동작구,커피-음료,416,5.2,30,165,2021,3,2021-03
동작구,치킨전문점,95,4.1,10,151,2021,3,2021-03
동작구,패스트푸드점,106,1.8,4,112,2021,3,2021-03
동작구,양식음식점,137,1.3,2,17,2021,3,2021-03
동작구,일식음식점,188,3.8,8,23,2021,3,2021-03
동작구,중식음식점,152,1.8,3,12,2021,3,2021-03
동작구,한식음식점,1689,2.7,51,188,2021,3,2021-03
영등포구,전자상거래업,2581,0.8,20,8,2021,3,2021-03
영등포구,화장품,858,2.5,23,50,2021,3,2021-03
영등포구,문구,205,0.0,0,19,2021,3,2021-03
영등포구,의약품,494,2.1,11,27,2021,3,2021-03
영등포구,편의점,48,3.6,21,535,2021,3,2021-03
영등포구,슈퍼마켓,647,2.7,18,14,2021,3,2021-03
영등포구,여관,215,4.2,9,0,2021,3,2021-03
영등포구,커피-음료,709,4.2,45,362,2021,3,2021-03
영등포구,치킨전문점,116,5.1,14,161,2021,3,2021-03
영등포구,패스트푸드점,136,1.9,5,124,2021,3,2021-03
영등포구,양식음식점,301,3.0,10,31,2021,3,2021-03
영등포구,일식음식점,298,2.9,10,45,2021,3,2021-03
영등포구,중식음식점,571,3.2,19,21,2021,3,2021-03
영등포구,한식음식점,3044,2.6,87,327,2021,3,2021-03
금천구,전자상거래업,2348,0.8,20,6,2021,3,2021-03
금천구,화장품,629,3.0,20,33,2021,3,2021-03
금천구,문구,153,1.8,3,14,2021,3,2021-03
금천구,의약품,243,2.4,6,8,2021,3,2021-03
금천구,편의점,14,2.7,9,318,2021,3,2021-03
금천구,슈퍼마켓,363,2.1,8,10,2021,3,2021-03
금천구,여관,73,0.0,0,1,2021,3,2021-03
금천구,커피-음료,283,3.6,17,193,2021,3,2021-03
금천구,치킨전문점,68,5.1,9,109,2021,3,2021-03
금천구,패스트푸드점,68,3.1,4,62,2021,3,2021-03
금천구,양식음식점,87,2.9,3,15,2021,3,2021-03
금천구,일식음식점,86,4.6,5,23,2021,3,2021-03
금천구,중식음식점,182,2.1,4,12,2021,3,2021-03
금천구,한식음식점,1586,2.3,42,207,2021,3,2021-03
구로구,전자상거래업,2478,0.8,20,8,2021,3,2021-03
구로구,화장품,675,2.8,20,37,2021,3,2021-03
구로구,문구,146,2.5,4,16,2021,3,2021-03
구로구,의약품,305,1.2,4,18,2021,3,2021-03
구로구,편의점,26,3.0,12,377,2021,3,2021-03
구로구,슈퍼마켓,540,1.6,9,18,2021,3,2021-03
구로구,여관,111,0.9,1,0,2021,3,2021-03
구로구,커피-음료,334,3.5,19,202,2021,3,2021-03
구로구,치킨전문점,101,2.6,7,172,2021,3,2021-03
구로구,패스트푸드점,93,5.3,10,95,2021,3,2021-03
구로구,양식음식점,112,2.2,3,22,2021,3,2021-03
구로구,일식음식점,146,1.2,2,24,2021,3,2021-03
구로구,중식음식점,340,5.6,20,17,2021,3,2021-03
구로구,한식음식점,2024,3.2,73,266,2021,3,2021-03
강서구,전자상거래업,3595,0.4,15,3,2021,3,2021-03
강서구,화장품,856,3.0,27,53,2021,3,2021-03
강서구,문구,213,0.4,1,20,2021,3,2021-03
강서구,의약품,411,1.8,8,26,2021,3,2021-03
강서구,편의점,50,3.0,19,574,2021,3,2021-03
강서구,슈퍼마켓,583,3.4,21,27,2021,3,2021-03
강서구,여관,141,6.4,9,0,2021,3,2021-03
강서구,커피-음료,653,4.4,42,305,2021,3,2021-03
강서구,치킨전문점,136,4.9,17,213,2021,3,2021-03
강서구,패스트푸드점,146,3.7,11,150,2021,3,2021-03
강서구,양식음식점,226,4.2,11,37,2021,3,2021-03
강서구,일식음식점,302,4.0,14,44,2021,3,2021-03
강서구,중식음식점,222,3.7,9,21,2021,3,2021-03
강서구,한식음식점,2769,3.2,100,351,2021,3,2021-03
양천구,전자상거래업,2050,0.4,8,4,2021,3,2021-03
양천구,화장품,460,3.7,18,28,2021,3,2021-03
양천구,문구,122,2.3,3,11,2021,3,2021-03
양천구,의약품,237,1.2,3,21,2021,3,2021-03
양천구,편의점,33,2.0,7,322,2021,3,2021-03
양천구,슈퍼마켓,438,3.1,14,15,2021,3,2021-03
양천구,여관,23,17.4,4,0,2021,3,2021-03
양천구,커피-음료,339,3.2,16,158,2021,3,2021-03
양천구,치킨전문점,85,5.7,13,145,2021,3,2021-03
양천구,패스트푸드점,97,5.1,10,100,2021,3,2021-03
양천구,양식음식점,133,3.2,5,25,2021,3,2021-03
양천구,일식음식점,154,2.4,4,13,2021,3,2021-03
양천구,중식음식점,119,3.9,5,10,2021,3,2021-03
양천구,한식음식점,1597,3.0,53,173,2021,3,2021-03
마포구,전자상거래업,3299,0.7,22,12,2021,3,2021-03
마포구,화장품,845,2.3,21,79,2021,3,2021-03
마포구,문구,220,2.0,5,25,2021,3,2021-03
마포구,의약품,327,2.9,10,21,2021,3,2021-03
마포구,편의점,37,1.0,6,554,2021,3,2021-03
마포구,슈퍼마켓,519,2.3,12,14,2021,3,2021-03
마포구,여관,86,4.6,4,1,2021,3,2021-03
마포구,커피-음료,1411,4.5,78,314,2021,3,2021-03
마포구,치킨전문점,96,2.7,7,165,2021,3,2021-03
마포구,패스트푸드점,263,4.2,16,119,2021,3,2021-03
마포구,양식음식점,847,2.7,24,53,2021,3,2021-03
마포구,일식음식점,555,2.6,16,57,2021,3,2021-03
마포구,중식음식점,289,3.2,10,24,2021,3,2021-03
마포구,한식음식점,3175,2.8,99,310,2021,3,2021-03
서대문구,전자상거래업,1860,0.7,13,4,2021,3,2021-03
서대문구,화장품,327,3.5,13,46,2021,3,2021-03
서대문구,문구,92,5.8,6,12,2021,3,2021-03
서대문구,의약품,213,0.9,2,10,2021,3,2021-03
서대문구,편의점,29,4.2,15,331,2021,3,2021-03
서대문구,슈퍼마켓,354,3.0,11,14,2021,3,2021-03
서대문구,여관,97,3.1,3,1,2021,3,2021-03
서대문구,커피-음료,404,3.4,20,183,2021,3,2021-03
서대문구,치킨전문점,70,6.3,12,121,2021,3,2021-03
서대문구,패스트푸드점,116,6.0,14,116,2021,3,2021-03
서대문구,양식음식점,235,1.6,4,21,2021,3,2021-03
서대문구,일식음식점,179,3.0,6,18,2021,3,2021-03
서대문구,중식음식점,168,3.4,6,9,2021,3,2021-03
서대문구,한식음식점,1677,2.8,52,173,2021,3,2021-03
은평구,전자상거래업,2448,0.6,15,6,2021,3,2021-03
은평구,화장품,484,4.0,21,44,2021,3,2021-03
은평구,문구,103,0.0,0,11,2021,3,2021-03
은평구,의약품,273,2.0,6,25,2021,3,2021-03
은평구,편의점,27,2.4,10,383,2021,3,2021-03
은평구,슈퍼마켓,425,3.7,16,11,2021,3,2021-03
은평구,여관,79,3.8,3,1,2021,3,2021-03
은평구,커피-음료,440,4.7,28,152,2021,3,2021-03
은평구,치킨전문점,109,6.7,18,161,2021,3,2021-03
은평구,패스트푸드점,116,3.8,8,93,2021,3,2021-03
은평구,양식음식점,150,1.9,3,11,2021,3,2021-03
은평구,일식음식점,161,1.1,2,18,2021,3,2021-03
은평구,중식음식점,151,3.1,5,9,2021,3,2021-03
은평구,한식음식점,1990,3.1,67,182,2021,3,2021-03
노원구,전자상거래업,2524,0.5,13,4,2021,3,2021-03
노원구,화장품,510,4.2,24,59,2021,3,2021-03
노원구,문구,112,2.4,3,13,2021,3,2021-03
노원구,의약품,298,1.9,6,16,2021,3,2021-03
노원구,편의점,26,3.5,13,349,2021,3,2021-03
노원구,슈퍼마켓,429,3.6,16,17,2021,3,2021-03
노원구,여관,32,6.3,2,0,2021,3,2021-03
노원구,커피-음료,403,3.7,22,185,2021,3,2021-03
노원구,치킨전문점,117,5.7,17,182,2021,3,2021-03
노원구,패스트푸드점,126,2.5,6,116,2021,3,2021-03
노원구,양식음식점,154,2.2,4,31,2021,3,2021-03
노원구,일식음식점,159,3.3,6,21,2021,3,2021-03
노원구,중식음식점,143,2.6,4,13,2021,3,2021-03
노원구,한식음식점,1838,3.1,63,225,2021,3,2021-03
도봉구,전자상거래업,1526,0.9,14,2,2021,3,2021-03
도봉구,화장품,274,4.2,12,15,2021,3,2021-03
도봉구,문구,75,2.3,2,11,2021,3,2021-03
도봉구,의약품,157,1.2,2,15,2021,3,2021-03
도봉구,편의점,24,1.9,5,237,2021,3,2021-03
도봉구,슈퍼마켓,304,1.6,5,12,2021,3,2021-03
도봉구,여관,27,14.8,4,0,2021,3,2021-03
도봉구,커피-음료,246,4.7,16,93,2021,3,2021-03
도봉구,치킨전문점,93,7.1,15,118,2021,3,2021-03
도봉구,패스트푸드점,69,2.5,3,49,2021,3,2021-03
도봉구,양식음식점,93,1.0,1,7,2021,3,2021-03
도봉구,일식음식점,96,4.9,5,6,2021,3,2021-03
도봉구,중식음식점,93,2.1,2,2,2021,3,2021-03
도봉구,한식음식점,1394,2.9,43,106,2021,3,2021-03
강북구,전자상거래업,1744,0.6,10,2,2021,3,2021-03
강북구,화장품,306,3.1,10,13,2021,3,2021-03
강북구,문구,73,1.3,1,4,2021,3,2021-03
강북구,의약품,203,2.3,5,14,2021,3,2021-03
강북구,편의점,26,2.0,6,276,2021,3,2021-03
강북구,슈퍼마켓,373,5.9,22,3,2021,3,2021-03
강북구,여관,162,6.1,10,1,2021,3,2021-03
강북구,커피-음료,314,4.6,19,101,2021,3,2021-03
강북구,치킨전문점,104,5.0,11,116,2021,3,2021-03
강북구,패스트푸드점,89,5.8,9,66,2021,3,2021-03
강북구,양식음식점,97,3.9,4,5,2021,3,2021-03
강북구,일식음식점,112,6.5,8,11,2021,3,2021-03
강북구,중식음식점,110,7.0,8,4,2021,3,2021-03
강북구,한식음식점,1851,3.3,67,154,2021,3,2021-03
성북구,전자상거래업,2441,0.6,15,2,2021,3,2021-03
성북구,화장품,406,4.7,21,45,2021,3,2021-03
성북구,문구,128,0.7,1,11,2021,3,2021-03
성북구,의약품,269,1.7,5,22,2021,3,2021-03
성북구,편의점,25,3.1,12,356,2021,3,2021-03
성북구,슈퍼마켓,446,3.1,14,11,2021,3,2021-03
성북구,여관,73,2.6,2,3,2021,3,2021-03
성북구,커피-음료,472,3.1,20,169,2021,3,2021-03
성북구,치킨전문점,92,6.2,15,149,2021,3,2021-03
성북구,패스트푸드점,138,6.0,14,97,2021,3,2021-03
성북구,양식음식점,223,2.9,7,22,2021,3,2021-03
성북구,일식음식점,154,5.4,9,14,2021,3,2021-03
성북구,중식음식점,156,5.9,10,14,2021,3,2021-03
성북구,한식음식점,1886,2.7,55,171,2021,3,2021-03
중랑구,전자상거래업,2144,0.7,14,3,2021,3,2021-03
중랑구,화장품,368,4.7,19,38,2021,3,2021-03
중랑구,문구,113,0.8,1,6,2021,3,2021-03
중랑구,의약품,256,0.0,0,12,2021,3,2021-03
중랑구,편의점,24,3.2,11,316,2021,3,2021-03
중랑구,슈퍼마켓,418,2.8,12,8,2021,3,2021-03
중랑구,여관,105,4.8,5,0,2021,3,2021-03
중랑구,커피-음료,336,4.6,21,117,2021,3,2021-03
중랑구,치킨전문점,96,4.2,10,142,2021,3,2021-03
중랑구,패스트푸드점,86,1.3,2,74,2021,3,2021-03
중랑구,양식음식점,110,0.8,1,12,2021,3,2021-03
중랑구,일식음식점,123,2.3,3,10,2021,3,2021-03
중랑구,중식음식점,97,1.9,2,7,2021,3,2021-03
중랑구,한식음식점,2067,2.7,60,164,2021,3,2021-03
동대문구,전자상거래업,2557,1.0,25,4,2021,3,2021-03
동대문구,화장품,382,4.4,18,30,2021,3,2021-03
동대문구,문구,114,1.6,2,8,2021,3,2021-03
동대문구,의약품,551,1.4,8,16,2021,3,2021-03
동대문구,편의점,22,2.9,12,397,2021,3,2021-03
동대문구,슈퍼마켓,497,3.7,19,13,2021,3,2021-03
동대문구,여관,128,3.9,5,0,2021,3,2021-03
동대문구,커피-음료,434,3.2,19,157,2021,3,2021-03
동대문구,치킨전문점,100,4.9,13,164,2021,3,2021-03
동대문구,패스트푸드점,108,3.8,8,100,2021,3,2021-03
동대문구,양식음식점,189,3.4,7,14,2021,3,2021-03
동대문구,일식음식점,157,3.5,6,13,2021,3,2021-03
동대문구,중식음식점,206,6.6,14,7,2021,3,2021-03
동대문구,한식음식점,2220,3.0,73,191,2021,3,2021-03
광진구,전자상거래업,1923,0.5,10,8,2021,3,2021-03
광진구,화장품,491,3.0,16,36,2021,3,2021-03
광진구,문구,104,0.9,1,12,2021,3,2021-03
광진구,의약품,254,1.1,3,23,2021,3,2021-03
광진구,편의점,29,2.4,10,386,2021,3,2021-03
광진구,슈퍼마켓,402,3.2,13,10,2021,3,2021-03
광진구,여관,81,3.7,3,1,2021,3,2021-03
광진구,커피-음료,555,3.8,28,179,2021,3,2021-03
광진구,치킨전문점,81,5.7,13,148,2021,3,2021-03
광진구,패스트푸드점,115,3.7,8,104,2021,3,2021-03
광진구,양식음식점,229,2.8,7,20,2021,3,2021-03
광진구,일식음식점,224,4.4,11,28,2021,3,2021-03
광진구,중식음식점,217,4.3,10,15,2021,3,2021-03
광진구,한식음식점,2043,2.7,62,217,2021,3,2021-03
성동구,전자상거래업,2468,0.6,14,6,2021,3,2021-03
성동구,화장품,478,2.4,12,28,2021,3,2021-03
성동구,문구,110,0.8,1,13,2021,3,2021-03
성동구,의약품,232,0.4,1,16,2021,3,2021-03
성동구,편의점,24,3.5,12,321,2021,3,2021-03
성동구,슈퍼마켓,367,3.4,13,15,2021,3,2021-03
성동구,여관,71,7.0,5,0,2021,3,2021-03
성동구,커피-음료,565,4.0,29,166,2021,3,2021-03
성동구,치킨전문점,65,5.8,11,125,2021,3,2021-03
성동구,패스트푸드점,117,5.2,10,75,2021,3,2021-03
성동구,양식음식점,302,2.8,9,24,2021,3,2021-03
성동구,일식음식점,158,2.9,5,17,2021,3,2021-03
성동구,중식음식점,140,2.6,4,14,2021,3,2021-03
성동구,한식음식점,1760,3.3,64,169,2021,3,2021-03
용산구,전자상거래업,1808,0.8,15,9,2021,3,2021-03
용산구,화장품,353,2.0,8,54,2021,3,2021-03
용산구,문구,135,0.0,0,9,2021,3,2021-03
용산구,의약품,167,0.6,1,12,2021,3,2021-03
용산구,편의점,43,2.1,7,283,2021,3,2021-03
용산구,슈퍼마켓,420,2.8,12,6,2021,3,2021-03
용산구,여관,90,1.1,1,0,2021,3,2021-03
용산구,커피-음료,620,4.3,33,152,2021,3,2021-03
용산구,치킨전문점,56,3.6,5,82,2021,3,2021-03
용산구,패스트푸드점,142,3.9,9,86,2021,3,2021-03
용산구,양식음식점,705,2.8,21,32,2021,3,2021-03
용산구,일식음식점,233,3.1,8,26,2021,3,2021-03
용산구,중식음식점,157,2.3,4,15,2021,3,2021-03
용산구,한식음식점,1687,2.7,48,119,2021,3,2021-03
중구,전자상거래업,2106,0.7,15,6,2021,3,2021-03
중구,화장품,740,2.2,19,121,2021,3,2021-03
중구,문구,325,0.3,1,11,2021,3,2021-03
중구,의약품,289,1.0,3,12,2021,3,2021-03
중구,편의점,34,2.1,10,438,2021,3,2021-03
중구,슈퍼마켓,847,1.9,16,12,2021,3,2021-03
중구,여관,210,5.1,11,5,2021,3,2021-03
중구,커피-음료,709,2.6,27,341,2021,3,2021-03
중구,치킨전문점,57,3.8,6,101,2021,3,2021-03
중구,패스트푸드점,118,3.2,7,101,2021,3,2021-03
중구,양식음식점,383,2.3,10,48,2021,3,2021-03
중구,일식음식점,252,1.7,5,40,2021,3,2021-03
중구,중식음식점,248,2.3,6,14,2021,3,2021-03
중구,한식음식점,2490,2.5,70,292,2021,3,2021-03
종로구,전자상거래업,1626,0.9,15,2,2021,3,2021-03
종로구,화장품,376,1.9,8,43,2021,3,2021-03
종로구,문구,274,2.3,7,24,2021,3,2021-03
종로구,의약품,273,2.1,6,14,2021,3,2021-03
종로구,편의점,29,2.8,11,359,2021,3,2021-03
종로구,슈퍼마켓,515,3.0,16,12,2021,3,2021-03
종로구,여관,217,3.7,8,1,2021,3,2021-03
종로구,커피-음료,860,3.2,37,297,2021,3,2021-03
종로구,치킨전문점,46,7.5,10,88,2021,3,2021-03
종로구,패스트푸드점,167,2.6,7,103,2021,3,2021-03
종로구,양식음식점,501,3.2,17,31,2021,3,2021-03
종로구,일식음식점,246,1.4,4,39,2021,3,2021-03
종로구,중식음식점,201,7.6,16,10,2021,3,2021-03
종로구,한식음식점,2688,2.9,84,221,2021,3,2021-03
강동구,전자상거래업,2088,0.6,13,3,2021,2,2021-02
강동구,화장품,561,2.2,13,41,2021,2,2021-02
강동구,문구,109,0.8,1,13,2021,2,2021-02
강동구,의약품,366,2.3,9,30,2021,2,2021-02
강동구,편의점,34,2.3,10,403,2021,2,2021-02
강동구,슈퍼마켓,460,3.0,14,12,2021,2,2021-02
강동구,여관,99,2.0,2,1,2021,2,2021-02
강동구,커피-음료,512,5.0,34,170,2021,2,2021-02
강동구,치킨전문점,139,6.1,19,172,2021,2,2021-02
강동구,패스트푸드점,128,5.7,14,117,2021,2,2021-02
강동구,양식음식점,174,5.6,11,23,2021,2,2021-02
강동구,일식음식점,215,1.3,3,21,2021,2,2021-02
강동구,중식음식점,159,2.3,4,17,2021,2,2021-02
강동구,한식음식점,2091,4.2,96,218,2021,2,2021-02
송파구,전자상거래업,3494,0.6,20,9,2021,2,2021-02
송파구,화장품,1055,2.8,32,73,2021,2,2021-02
송파구,문구,235,0.8,2,28,2021,2,2021-02
송파구,의약품,676,1.1,8,33,2021,2,2021-02
송파구,편의점,57,2.7,19,656,2021,2,2021-02
송파구,슈퍼마켓,681,3.5,25,31,2021,2,2021-02
송파구,여관,95,5.3,5,0,2021,2,2021-02
송파구,커피-음료,908,3.7,46,350,2021,2,2021-02
송파구,치킨전문점,135,6.8,26,245,2021,2,2021-02
송파구,패스트푸드점,209,4.0,16,196,2021,2,2021-02
송파구,양식음식점,428,4.6,22,48,2021,2,2021-02
송파구,일식음식점,452,2.0,10,58,2021,2,2021-02
송파구,중식음식점,234,5.6,15,33,2021,2,2021-02
송파구,한식음식점,3215,3.4,123,413,2021,2,2021-02
강남구,전자상거래업,4237,0.9,39,13,2021,2,2021-02
강남구,화장품,2878,1.7,52,97,2021,2,2021-02
강남구,문구,296,0.8,3,59,2021,2,2021-02
강남구,의약품,842,1.9,17,57,2021,2,2021-02
강남구,편의점,72,3.1,32,951,2021,2,2021-02
강남구,슈퍼마켓,855,2.9,26,51,2021,2,2021-02
강남구,여관,142,4.9,7,0,2021,2,2021-02
강남구,커피-음료,1570,3.6,81,682,2021,2,2021-02
강남구,치킨전문점,134,3.3,12,235,2021,2,2021-02
강남구,패스트푸드점,350,2.7,16,235,2021,2,2021-02
강남구,양식음식점,1270,3.1,42,105,2021,2,2021-02
강남구,일식음식점,808,2.3,21,94,2021,2,2021-02
강남구,중식음식점,425,3.5,16,28,2021,2,2021-02
강남구,한식음식점,4682,3.7,194,553,2021,2,2021-02
서초구,전자상거래업,2903,0.4,12,2,2021,2,2021-02
서초구,화장품,1172,1.8,22,59,2021,2,2021-02
서초구,문구,232,1.1,3,34,2021,2,2021-02
서초구,의약품,528,2.0,11,24,2021,2,2021-02
서초구,편의점,35,4.1,23,526,2021,2,2021-02
서초구,슈퍼마켓,492,2.3,12,28,2021,2,2021-02
서초구,여관,72,5.5,4,1,2021,2,2021-02
서초구,커피-음료,903,3.0,37,324,2021,2,2021-02
서초구,치킨전문점,80,5.0,12,158,2021,2,2021-02
서초구,패스트푸드점,159,3.1,9,135,2021,2,2021-02
서초구,양식음식점,478,2.8,15,50,2021,2,2021-02
서초구,일식음식점,337,3.2,12,40,2021,2,2021-02
서초구,중식음식점,237,2.4,6,18,2021,2,2021-02
서초구,한식음식점,2716,3.4,104,316,2021,2,2021-02
관악구,전자상거래업,1831,0.4,8,4,2021,2,2021-02
관악구,화장품,458,5.6,28,39,2021,2,2021-02
관악구,문구,100,0.9,1,10,2021,2,2021-02
관악구,의약품,286,2.0,6,21,2021,2,2021-02
관악구,편의점,29,1.8,9,476,2021,2,2021-02
관악구,슈퍼마켓,495,3.8,19,5,2021,2,2021-02
관악구,여관,146,4.1,6,0,2021,2,2021-02
관악구,커피-음료,520,5.2,36,172,2021,2,2021-02
관악구,치킨전문점,124,7.2,21,166,2021,2,2021-02
관악구,패스트푸드점,132,3.6,9,119,2021,2,2021-02
관악구,양식음식점,240,3.4,9,28,2021,2,2021-02
관악구,일식음식점,243,3.3,9,26,2021,2,2021-02
관악구,중식음식점,221,3.4,8,17,2021,2,2021-02
관악구,한식음식점,2400,4.3,115,249,2021,2,2021-02
동작구,전자상거래업,1514,0.3,5,2,2021,2,2021-02
동작구,화장품,358,4.8,19,34,2021,2,2021-02
동작구,문구,79,0.0,0,12,2021,2,2021-02
동작구,의약품,270,1.4,4,19,2021,2,2021-02
동작구,편의점,21,3.8,14,350,2021,2,2021-02
동작구,슈퍼마켓,325,4.4,15,14,2021,2,2021-02
동작구,여관,42,2.4,1,0,2021,2,2021-02
동작구,커피-음료,414,5.3,31,168,2021,2,2021-02
동작구,치킨전문점,99,4.0,10,151,2021,2,2021-02
동작구,패스트푸드점,98,2.4,5,112,2021,2,2021-02
