자치구_코드_명,서비스_업종_코드_명,점포_수,폐업_률,폐업_점포_수,프랜차이즈_점포_수,년,분기,년_분기
송파구,문구,250,2.5,7,25,2023,3,2023-03
송파구,의약품,710,2.0,15,38,2023,3,2023-03
송파구,편의점,64,3.8,27,645,2023,3,2023-03
송파구,슈퍼마켓,750,4.1,32,31,2023,3,2023-03
송파구,여관,129,1.6,2,0,2023,3,2023-03
송파구,커피-음료,1113,5.2,78,380,2023,3,2023-03
송파구,치킨전문점,127,5.0,17,216,2023,3,2023-03
송파구,패스트푸드점,211,6.1,25,197,2023,3,2023-03
송파구,양식음식점,485,5.7,30,40,2023,3,2023-03
송파구,일식음식점,516,4.7,26,41,2023,3,2023-03
송파구,중식음식점,247,6.3,17,25,2023,3,2023-03
송파구,한식음식점,3137,4.3,151,355,2023,3,2023-03
강남구,전자상거래업,4422,2.8,124,14,2023,3,2023-03
강남구,화장품,2782,2.8,81,97,2023,3,2023-03
강남구,문구,303,2.2,8,55,2023,3,2023-03
강남구,의약품,900,1.5,14,60,2023,3,2023-03
강남구,편의점,78,2.8,27,901,2023,3,2023-03
강남구,슈퍼마켓,920,2.4,23,52,2023,3,2023-03
강남구,여관,180,4.4,8,0,2023,3,2023-03
강남구,커피-음료,1828,4.2,106,707,2023,3,2023-03
강남구,치킨전문점,115,3.3,11,214,2023,3,2023-03
강남구,패스트푸드점,337,3.9,22,221,2023,3,2023-03
강남구,양식음식점,1396,4.2,63,91,2023,3,2023-03
강남구,일식음식점,907,4.4,44,82,2023,3,2023-03
강남구,중식음식점,470,3.6,18,25,2023,3,2023-03
강남구,한식음식점,4599,4.4,222,465,2023,3,2023-03
서초구,전자상거래업,2996,3.4,101,1,2023,3,2023-03
서초구,화장품,1160,2.5,30,61,2023,3,2023-03
서초구,문구,221,2.8,7,31,2023,3,2023-03
서초구,의약품,570,1.2,7,26,2023,3,2023-03
서초구,편의점,44,1.8,10,507,2023,3,2023-03
서초구,슈퍼마켓,478,3.0,15,30,2023,3,2023-03
서초구,여관,90,6.6,6,1,2023,3,2023-03
서초구,커피-음료,1031,3.8,52,330,2023,3,2023-03
서초구,치킨전문점,72,6.5,13,128,2023,3,2023-03
서초구,패스트푸드점,160,4.7,13,119,2023,3,2023-03
서초구,양식음식점,502,4.7,26,48,2023,3,2023-03
서초구,일식음식점,355,2.8,11,34,2023,3,2023-03
서초구,중식음식점,248,3.4,9,13,2023,3,2023-03
서초구,한식음식점,2565,3.5,100,270,2023,3,2023-03
관악구,전자상거래업,1952,4.6,89,4,2023,3,2023-03
관악구,화장품,420,1.8,8,35,2023,3,2023-03
관악구,문구,104,1.8,2,8,2023,3,2023-03
관악구,의약품,300,2.5,8,24,2023,3,2023-03
관악구,편의점,36,2.6,13,462,2023,3,2023-03
관악구,슈퍼마켓,503,3.7,19,11,2023,3,2023-03
관악구,여관,148,0.0,0,0,2023,3,2023-03
관악구,커피-음료,645,4.2,35,188,2023,3,2023-03
관악구,치킨전문점,99,5.8,15,158,2023,3,2023-03
관악구,패스트푸드점,145,7.6,19,106,2023,3,2023-03
관악구,양식음식점,241,7.0,19,30,2023,3,2023-03
관악구,일식음식점,267,7.0,20,19,2023,3,2023-03
관악구,중식음식점,227,2.9,7,15,2023,3,2023-03
관악구,한식음식점,2279,4.6,113,198,2023,3,2023-03
동작구,전자상거래업,1654,3.1,51,2,2023,3,2023-03
동작구,화장품,332,3.6,13,34,2023,3,2023-03
동작구,문구,87,3.1,3,11,2023,3,2023-03
동작구,의약품,260,1.1,3,22,2023,3,2023-03
동작구,편의점,20,3.1,11,334,2023,3,2023-03
동작구,슈퍼마켓,356,1.9,7,19,2023,3,2023-03
동작구,여관,85,9.4,8,0,2023,3,2023-03
동작구,커피-음료,484,5.2,34,164,2023,3,2023-03
동작구,치킨전문점,77,6.3,13,129,2023,3,2023-03
동작구,패스트푸드점,118,2.3,5,102,2023,3,2023-03
동작구,양식음식점,146,5.7,9,13,2023,3,2023-03
동작구,일식음식점,204,4.9,11,20,2023,3,2023-03
동작구,중식음식점,150,4.3,7,11,2023,3,2023-03
동작구,한식음식점,1599,4.4,77,159,2023,3,2023-03
영등포구,전자상거래업,2401,3.8,91,5,2023,3,2023-03
영등포구,화장품,819,2.1,18,41,2023,3,2023-03
영등포구,문구,213,1.3,3,18,2023,3,2023-03
영등포구,의약품,502,1.3,7,29,2023,3,2023-03
영등포구,편의점,62,1.3,8,534,2023,3,2023-03
영등포구,슈퍼마켓,668,2.0,14,15,2023,3,2023-03
영등포구,여관,225,3.6,8,0,2023,3,2023-03
영등포구,커피-음료,839,3.3,41,407,2023,3,2023-03
영등포구,치킨전문점,105,2.8,7,143,2023,3,2023-03
영등포구,패스트푸드점,146,4.3,11,111,2023,3,2023-03
영등포구,양식음식점,332,6.1,22,31,2023,3,2023-03
영등포구,일식음식점,354,5.1,20,36,2023,3,2023-03
영등포구,중식음식점,615,5.5,35,22,2023,3,2023-03
영등포구,한식음식점,2994,4.7,156,291,2023,3,2023-03
금천구,전자상거래업,2114,3.0,63,5,2023,3,2023-03
금천구,화장품,622,1.2,8,24,2023,3,2023-03
금천구,문구,157,1.8,3,11,2023,3,2023-03
금천구,의약품,257,0.8,2,9,2023,3,2023-03
금천구,편의점,17,2.7,9,322,2023,3,2023-03
금천구,슈퍼마켓,362,1.6,6,14,2023,3,2023-03
금천구,여관,72,1.4,1,1,2023,3,2023-03
금천구,커피-음료,371,5.4,31,198,2023,3,2023-03
금천구,치킨전문점,64,3.8,6,96,2023,3,2023-03
금천구,패스트푸드점,72,7.8,10,56,2023,3,2023-03
금천구,양식음식점,101,4.4,5,12,2023,3,2023-03
금천구,일식음식점,105,9.7,12,19,2023,3,2023-03
금천구,중식음식점,212,3.6,8,13,2023,3,2023-03
금천구,한식음식점,1555,5.4,94,185,2023,3,2023-03
구로구,전자상거래업,2287,4.2,97,7,2023,3,2023-03
구로구,화장품,628,3.3,22,34,2023,3,2023-03
구로구,문구,143,1.9,3,14,2023,3,2023-03
구로구,의약품,329,2.3,8,17,2023,3,2023-03
구로구,편의점,25,2.0,8,383,2023,3,2023-03
구로구,슈퍼마켓,561,2.6,15,19,2023,3,2023-03
구로구,여관,116,1.7,2,0,2023,3,2023-03
구로구,커피-음료,401,4.1,26,238,2023,3,2023-03
구로구,치킨전문점,92,3.9,10,162,2023,3,2023-03
구로구,패스트푸드점,99,6.3,12,90,2023,3,2023-03
구로구,양식음식점,133,2.5,4,26,2023,3,2023-03
구로구,일식음식점,161,4.3,8,23,2023,3,2023-03
구로구,중식음식점,369,4.2,16,15,2023,3,2023-03
구로구,한식음식점,1917,4.2,90,228,2023,3,2023-03
강서구,전자상거래업,3402,2.7,91,4,2023,3,2023-03
강서구,화장품,870,3.9,36,49,2023,3,2023-03
강서구,문구,213,3.0,7,19,2023,3,2023-03
강서구,의약품,435,1.9,9,27,2023,3,2023-03
강서구,편의점,68,3.7,23,560,2023,3,2023-03
강서구,슈퍼마켓,657,2.6,18,25,2023,3,2023-03
강서구,여관,138,2.9,4,0,2023,3,2023-03
강서구,커피-음료,770,5.5,59,311,2023,3,2023-03
강서구,치킨전문점,120,3.7,12,201,2023,3,2023-03
강서구,패스트푸드점,150,6.0,18,149,2023,3,2023-03
강서구,양식음식점,259,5.4,16,36,2023,3,2023-03
강서구,일식음식점,341,5.4,20,31,2023,3,2023-03
강서구,중식음식점,241,6.5,17,19,2023,3,2023-03
강서구,한식음식점,2752,5.0,152,317,2023,3,2023-03
양천구,전자상거래업,1845,3.5,65,3,2023,3,2023-03
양천구,화장품,424,2.9,13,27,2023,3,2023-03
양천구,문구,146,1.9,3,11,2023,3,2023-03
양천구,의약품,254,2.2,6,23,2023,3,2023-03
양천구,편의점,39,1.7,6,319,2023,3,2023-03
양천구,슈퍼마켓,441,2.9,13,15,2023,3,2023-03
양천구,여관,22,9.1,2,0,2023,3,2023-03
양천구,커피-음료,400,5.6,33,185,2023,3,2023-03
양천구,치킨전문점,84,2.2,5,139,2023,3,2023-03
양천구,패스트푸드점,91,2.2,4,92,2023,3,2023-03
양천구,양식음식점,132,3.1,5,28,2023,3,2023-03
양천구,일식음식점,161,7.6,13,9,2023,3,2023-03
양천구,중식음식점,135,6.2,9,11,2023,3,2023-03
양천구,한식음식점,1541,4.0,68,154,2023,3,2023-03
마포구,전자상거래업,3024,3.3,100,15,2023,3,2023-03
마포구,화장품,832,2.3,21,74,2023,3,2023-03
마포구,문구,232,2.0,5,20,2023,3,2023-03
마포구,의약품,330,0.3,1,23,2023,3,2023-03
마포구,편의점,44,2.6,15,544,2023,3,2023-03
마포구,슈퍼마켓,644,3.1,20,11,2023,3,2023-03
마포구,여관,88,2.2,2,1,2023,3,2023-03
마포구,커피-음료,1769,4.6,97,333,2023,3,2023-03
마포구,치킨전문점,85,3.8,9,152,2023,3,2023-03
마포구,패스트푸드점,248,4.4,16,117,2023,3,2023-03
마포구,양식음식점,911,3.9,37,44,2023,3,2023-03
마포구,일식음식점,684,4.6,34,53,2023,3,2023-03
마포구,중식음식점,307,3.0,10,23,2023,3,2023-03
마포구,한식음식점,3057,4.9,162,262,2023,3,2023-03
서대문구,전자상거래업,1676,3.0,50,4,2023,3,2023-03
서대문구,화장품,304,1.7,6,39,2023,3,2023-03
서대문구,문구,101,5.4,6,10,2023,3,2023-03
서대문구,의약품,221,3.9,9,12,2023,3,2023-03
서대문구,편의점,33,4.1,15,337,2023,3,2023-03
서대문구,슈퍼마켓,378,4.3,17,18,2023,3,2023-03
서대문구,여관,114,4.3,5,1,2023,3,2023-03
서대문구,커피-음료,509,4.1,29,200,2023,3,2023-03
서대문구,치킨전문점,68,3.3,6,113,2023,3,2023-03
서대문구,패스트푸드점,111,4.7,10,103,2023,3,2023-03
서대문구,양식음식점,244,2.6,7,22,2023,3,2023-03
서대문구,일식음식점,196,5.2,11,17,2023,3,2023-03
서대문구,중식음식점,184,4.6,9,10,2023,3,2023-03
서대문구,한식음식점,1573,2.8,49,150,2023,3,2023-03
은평구,전자상거래업,2196,3.8,83,7,2023,3,2023-03
은평구,화장품,449,3.4,17,45,2023,3,2023-03
은평구,문구,109,1.7,2,8,2023,3,2023-03
은평구,의약품,294,0.6,2,25,2023,3,2023-03
은평구,편의점,32,5.3,22,382,2023,3,2023-03
은평구,슈퍼마켓,453,4.3,20,17,2023,3,2023-03
은평구,여관,89,5.6,5,0,2023,3,2023-03
은평구,커피-음료,516,4.5,31,170,2023,3,2023-03
은평구,치킨전문점,96,5.4,13,144,2023,3,2023-03
은평구,패스트푸드점,117,7.9,16,85,2023,3,2023-03
은평구,양식음식점,154,3.1,5,7,2023,3,2023-03
은평구,일식음식점,179,5.1,10,16,2023,3,2023-03
은평구,중식음식점,156,1.2,2,10,2023,3,2023-03
은평구,한식음식점,1889,5.0,102,165,2023,3,2023-03
노원구,전자상거래업,2262,3.8,87,7,2023,3,2023-03
노원구,화장품,479,3.0,16,52,2023,3,2023-03
노원구,문구,125,2.9,4,13,2023,3,2023-03
노원구,의약품,320,1.8,6,17,2023,3,2023-03
노원구,편의점,30,4.5,17,345,2023,3,2023-03
노원구,슈퍼마켓,439,4.5,21,24,2023,3,2023-03
노원구,여관,44,0.0,0,0,2023,3,2023-03
노원구,커피-음료,468,4.6,31,208,2023,3,2023-03
노원구,치킨전문점,113,4.4,12,162,2023,3,2023-03
노원구,패스트푸드점,121,5.7,13,106,2023,3,2023-03
노원구,양식음식점,162,4.7,9,31,2023,3,2023-03
노원구,일식음식점,164,5.0,9,16,2023,3,2023-03
노원구,중식음식점,141,5.9,9,12,2023,3,2023-03
노원구,한식음식점,1730,3.6,70,203,2023,3,2023-03
도봉구,전자상거래업,1403,2.6,37,2,2023,3,2023-03
도봉구,화장품,250,4.2,11,12,2023,3,2023-03
도봉구,문구,64,2.7,2,11,2023,3,2023-03
도봉구,의약품,162,0.6,1,14,2023,3,2023-03
도봉구,편의점,33,3.6,10,246,2023,3,2023-03
도봉구,슈퍼마켓,320,4.5,15,12,2023,3,2023-03
도봉구,여관,21,0.0,0,0,2023,3,2023-03
도봉구,커피-음료,278,3.9,15,106,2023,3,2023-03
도봉구,치킨전문점,78,6.0,11,105,2023,3,2023-03
도봉구,패스트푸드점,59,6.5,7,48,2023,3,2023-03
도봉구,양식음식점,88,3.3,3,4,2023,3,2023-03
도봉구,일식음식점,114,2.5,3,4,2023,3,2023-03
도봉구,중식음식점,87,1.1,1,3,2023,3,2023-03
도봉구,한식음식점,1280,4.0,55,104,2023,3,2023-03
강북구,전자상거래업,1592,3.3,52,2,2023,3,2023-03
강북구,화장품,295,2.6,8,15,2023,3,2023-03
강북구,문구,69,4.0,3,6,2023,3,2023-03
강북구,의약품,217,2.2,5,15,2023,3,2023-03
강북구,편의점,26,3.3,10,277,2023,3,2023-03
강북구,슈퍼마켓,375,3.2,12,4,2023,3,2023-03
강북구,여관,151,3.3,5,1,2023,3,2023-03
강북구,커피-음료,377,5.1,25,113,2023,3,2023-03
강북구,치킨전문점,91,6.1,12,105,2023,3,2023-03
강북구,패스트푸드점,83,4.8,7,64,2023,3,2023-03
강북구,양식음식점,109,1.8,2,5,2023,3,2023-03
강북구,일식음식점,131,6.4,9,10,2023,3,2023-03
강북구,중식음식점,122,7.1,9,4,2023,3,2023-03
강북구,한식음식점,1780,4.1,78,135,2023,3,2023-03
성북구,전자상거래업,2210,3.1,68,2,2023,3,2023-03
성북구,화장품,396,2.5,11,36,2023,3,2023-03
성북구,문구,137,0.7,1,11,2023,3,2023-03
성북구,의약품,272,1.4,4,24,2023,3,2023-03
성북구,편의점,28,4.1,16,363,2023,3,2023-03
성북구,슈퍼마켓,473,2.8,14,21,2023,3,2023-03
성북구,여관,71,2.7,2,3,2023,3,2023-03
성북구,커피-음료,601,4.2,33,185,2023,3,2023-03
성북구,치킨전문점,92,5.4,12,131,2023,3,2023-03
성북구,패스트푸드점,110,5.3,11,99,2023,3,2023-03
성북구,양식음식점,228,4.9,12,15,2023,3,2023-03
성북구,일식음식점,177,3.6,7,17,2023,3,2023-03
성북구,중식음식점,167,3.4,6,12,2023,3,2023-03
성북구,한식음식점,1802,4.0,79,154,2023,3,2023-03
중랑구,전자상거래업,1909,3.9,75,1,2023,3,2023-03
중랑구,화장품,365,4.0,16,31,2023,3,2023-03
중랑구,문구,113,2.5,3,7,2023,3,2023-03
중랑구,의약품,260,1.1,3,13,2023,3,2023-03
중랑구,편의점,30,2.6,9,316,2023,3,2023-03
중랑구,슈퍼마켓,440,4.2,19,10,2023,3,2023-03
중랑구,여관,106,2.8,3,0,2023,3,2023-03
중랑구,커피-음료,392,6.4,35,152,2023,3,2023-03
중랑구,치킨전문점,97,4.8,11,133,2023,3,2023-03
중랑구,패스트푸드점,85,7.1,11,70,2023,3,2023-03
중랑구,양식음식점,115,4.8,6,11,2023,3,2023-03
중랑구,일식음식점,149,5.1,8,9,2023,3,2023-03
중랑구,중식음식점,110,7.6,9,9,2023,3,2023-03
중랑구,한식음식점,1971,3.9,82,149,2023,3,2023-03
동대문구,전자상거래업,2278,2.8,63,4,2023,3,2023-03
동대문구,화장품,354,4.0,15,25,2023,3,2023-03
동대문구,문구,115,2.4,3,8,2023,3,2023-03
동대문구,의약품,538,2.5,14,15,2023,3,2023-03
동대문구,편의점,34,3.9,17,401,2023,3,2023-03
동대문구,슈퍼마켓,525,2.0,11,12,2023,3,2023-03
동대문구,여관,132,3.8,5,0,2023,3,2023-03
동대문구,커피-음료,513,3.6,25,180,2023,3,2023-03
동대문구,치킨전문점,88,3.2,7,131,2023,3,2023-03
동대문구,패스트푸드점,107,3.4,7,101,2023,3,2023-03
동대문구,양식음식점,194,5.8,12,13,2023,3,2023-03
동대문구,일식음식점,172,9.2,17,13,2023,3,2023-03
동대문구,중식음식점,210,6.5,14,7,2023,3,2023-03
동대문구,한식음식점,2173,3.4,79,163,2023,3,2023-03
광진구,전자상거래업,1869,3.3,62,7,2023,3,2023-03
광진구,화장품,489,4.0,21,34,2023,3,2023-03
광진구,문구,112,1.6,2,11,2023,3,2023-03
광진구,의약품,267,1.4,4,22,2023,3,2023-03
광진구,편의점,33,1.9,8,381,2023,3,2023-03
광진구,슈퍼마켓,438,3.8,17,12,2023,3,2023-03
광진구,여관,96,1.0,1,1,2023,3,2023-03
광진구,커피-음료,679,5.0,43,186,2023,3,2023-03
광진구,치킨전문점,82,3.7,8,135,2023,3,2023-03
광진구,패스트푸드점,112,5.3,11,96,2023,3,2023-03
광진구,양식음식점,242,6.1,16,19,2023,3,2023-03
광진구,일식음식점,237,6.5,17,25,2023,3,2023-03
광진구,중식음식점,234,6.1,15,13,2023,3,2023-03
광진구,한식음식점,1959,3.7,80,188,2023,3,2023-03
성동구,전자상거래업,2274,2.9,67,7,2023,3,2023-03
성동구,화장품,472,2.6,13,22,2023,3,2023-03
성동구,문구,112,1.6,2,12,2023,3,2023-03
성동구,의약품,238,1.2,3,14,2023,3,2023-03
성동구,편의점,24,2.6,9,318,2023,3,2023-03
성동구,슈퍼마켓,440,2.4,11,20,2023,3,2023-03
성동구,여관,66,4.5,3,0,2023,3,2023-03
성동구,커피-음료,729,4.1,37,171,2023,3,2023-03
성동구,치킨전문점,64,5.9,10,106,2023,3,2023-03
성동구,패스트푸드점,122,5.3,10,67,2023,3,2023-03
성동구,양식음식점,352,6.5,24,20,2023,3,2023-03
성동구,일식음식점,199,4.2,9,16,2023,3,2023-03
성동구,중식음식점,141,4.6,7,10,2023,3,2023-03
성동구,한식음식점,1718,3.5,65,139,2023,3,2023-03
용산구,전자상거래업,1721,3.1,53,10,2023,3,2023-03
용산구,화장품,355,1.5,6,51,2023,3,2023-03
용산구,문구,134,0.7,1,7,2023,3,2023-03
용산구,의약품,170,1.7,3,11,2023,3,2023-03
용산구,편의점,45,1.2,4,283,2023,3,2023-03
용산구,슈퍼마켓,435,1.6,7,7,2023,3,2023-03
용산구,여관,79,1.3,1,0,2023,3,2023-03
용산구,커피-음료,762,4.0,37,170,2023,3,2023-03
용산구,치킨전문점,55,0.8,1,76,2023,3,2023-03
용산구,패스트푸드점,138,2.7,6,85,2023,3,2023-03
용산구,양식음식점,807,4.9,41,24,2023,3,2023-03
용산구,일식음식점,252,2.9,8,25,2023,3,2023-03
용산구,중식음식점,159,2.4,4,10,2023,3,2023-03
용산구,한식음식점,1699,3.9,71,111,2023,3,2023-03
중구,전자상거래업,1949,2.2,43,5,2023,3,2023-03
중구,화장품,735,1.8,15,116,2023,3,2023-03
중구,문구,319,0.3,1,9,2023,3,2023-03
중구,의약품,297,1.0,3,12,2023,3,2023-03
중구,편의점,38,3.7,17,426,2023,3,2023-03
중구,슈퍼마켓,909,2.0,18,10,2023,3,2023-03
중구,여관,237,0.8,2,5,2023,3,2023-03
중구,커피-음료,817,3.4,40,367,2023,3,2023-03
중구,치킨전문점,50,3.6,5,89,2023,3,2023-03
중구,패스트푸드점,123,2.7,6,96,2023,3,2023-03
중구,양식음식점,405,2.2,10,49,2023,3,2023-03
중구,일식음식점,284,1.0,3,31,2023,3,2023-03
중구,중식음식점,264,5.1,14,13,2023,3,2023-03
중구,한식음식점,2448,3.5,95,255,2023,3,2023-03
종로구,전자상거래업,1501,2.7,40,1,2023,3,2023-03
종로구,화장품,347,1.8,7,45,2023,3,2023-03
종로구,문구,257,3.2,9,26,2023,3,2023-03
종로구,의약품,289,2.3,7,15,2023,3,2023-03
종로구,편의점,29,1.1,4,347,2023,3,2023-03
종로구,슈퍼마켓,584,3.9,23,11,2023,3,2023-03
종로구,여관,247,4.4,11,1,2023,3,2023-03
종로구,커피-음료,1020,3.7,49,315,2023,3,2023-03
종로구,치킨전문점,52,3.8,5,79,2023,3,2023-03
종로구,패스트푸드점,144,4.6,11,97,2023,3,2023-03
종로구,양식음식점,544,2.1,12,29,2023,3,2023-03
종로구,일식음식점,277,3.2,10,34,2023,3,2023-03
종로구,중식음식점,206,3.8,8,6,2023,3,2023-03
종로구,한식음식점,2609,3.1,87,193,2023,3,2023-03
강동구,전자상거래업,2300,3.5,81,4,2023,2,2023-02
강동구,화장품,566,2.5,15,34,2023,2,2023-02
강동구,문구,127,2.1,3,15,2023,2,2023-02
강동구,의약품,384,2.4,10,32,2023,2,2023-02
강동구,편의점,30,2.3,10,404,2023,2,2023-02
강동구,슈퍼마켓,484,3.4,17,11,2023,2,2023-02
강동구,여관,99,2.0,2,1,2023,2,2023-02
강동구,커피-음료,595,5.4,42,183,2023,2,2023-02
강동구,치킨전문점,126,2.5,7,151,2023,2,2023-02
강동구,패스트푸드점,134,3.6,9,116,2023,2,2023-02
강동구,양식음식점,194,3.7,8,23,2023,2,2023-02
강동구,일식음식점,223,4.6,11,18,2023,2,2023-02
강동구,중식음식점,164,6.1,11,17,2023,2,2023-02
강동구,한식음식점,2054,3.8,86,190,2023,2,2023-02
송파구,전자상거래업,3752,3.6,137,13,2023,2,2023-02
송파구,화장품,1051,2.1,24,67,2023,2,2023-02
송파구,문구,244,1.8,5,27,2023,2,2023-02
송파구,의약품,697,1.4,10,39,2023,2,2023-02
송파구,편의점,66,3.7,27,655,2023,2,2023-02
송파구,슈퍼마켓,747,2.6,20,29,2023,2,2023-02
송파구,여관,122,1.6,2,0,2023,2,2023-02
송파구,커피-음료,1112,4.8,72,376,2023,2,2023-02
송파구,치킨전문점,129,3.4,12,219,2023,2,2023-02
송파구,패스트푸드점,221,6.4,27,200,2023,2,2023-02
송파구,양식음식점,487,3.8,20,41,2023,2,2023-02
송파구,일식음식점,496,4.6,25,44,2023,2,2023-02
송파구,중식음식점,250,6.5,18,27,2023,2,2023-02
송파구,한식음식점,3163,4.4,157,368,2023,2,2023-02
강남구,전자상거래업,4554,3.6,163,13,2023,2,2023-02
강남구,화장품,2848,1.6,46,102,2023,2,2023-02
강남구,문구,298,1.1,4,55,2023,2,2023-02
강남구,의약품,887,2.1,20,58,2023,2,2023-02
강남구,편의점,75,2.0,20,907,2023,2,2023-02
강남구,슈퍼마켓,912,2.0,19,53,2023,2,2023-02
강남구,여관,180,2.2,4,0,2023,2,2023-02
강남구,커피-음료,1801,3.2,81,716,2023,2,2023-02
강남구,치킨전문점,116,3.0,10,219,2023,2,2023-02
강남구,패스트푸드점,353,7.3,42,226,2023,2,2023-02
강남구,양식음식점,1403,3.5,52,93,2023,2,2023-02
강남구,일식음식점,894,3.3,32,83,2023,2,2023-02
강남구,중식음식점,462,3.3,16,27,2023,2,2023-02
강남구,한식음식점,4658,3.7,191,475,2023,2,2023-02
서초구,전자상거래업,3098,3.2,100,1,2023,2,2023-02
서초구,화장품,1184,1.9,24,61,2023,2,2023-02
서초구,문구,227,0.4,1,31,2023,2,2023-02
서초구,의약품,563,0.8,5,26,2023,2,2023-02
서초구,편의점,40,3.1,17,512,2023,2,2023-02
서초구,슈퍼마켓,471,4.0,20,28,2023,2,2023-02
서초구,여관,87,9.1,8,1,2023,2,2023-02
서초구,커피-음료,1027,3.9,53,326,2023,2,2023-02
서초구,치킨전문점,72,3.8,8,136,2023,2,2023-02
서초구,패스트푸드점,167,5.6,16,117,2023,2,2023-02
서초구,양식음식점,512,3.6,20,48,2023,2,2023-02
서초구,일식음식점,350,3.1,12,36,2023,2,2023-02
서초구,중식음식점,246,3.9,10,13,2023,2,2023-02
서초구,한식음식점,2594,3.0,87,274,2023,2,2023-02
관악구,전자상거래업,2040,4.0,81,5,2023,2,2023-02
관악구,화장품,418,5.1,23,37,2023,2,2023-02
관악구,문구,100,4.6,5,8,2023,2,2023-02
관악구,의약품,299,2.5,8,25,2023,2,2023-02
관악구,편의점,36,2.0,10,461,2023,2,2023-02
관악구,슈퍼마켓,505,1.9,10,11,2023,2,2023-02
관악구,여관,143,2.8,4,0,2023,2,2023-02
관악구,커피-음료,631,4.1,34,189,2023,2,2023-02
관악구,치킨전문점,103,2.7,7,159,2023,2,2023-02
관악구,패스트푸드점,143,5.1,13,110,2023,2,2023-02
관악구,양식음식점,245,5.5,15,30,2023,2,2023-02
관악구,일식음식점,263,6.0,17,21,2023,2,2023-02
관악구,중식음식점,218,2.6,6,14,2023,2,2023-02
관악구,한식음식점,2301,4.9,122,205,2023,2,2023-02
동작구,전자상거래업,1706,2.9,50,2,2023,2,2023-02
동작구,화장품,344,1.6,6,32,2023,2,2023-02
동작구,문구,86,0.0,0,11,2023,2,2023-02
동작구,의약품,257,1.4,4,22,2023,2,2023-02
동작구,편의점,19,4.6,16,329,2023,2,2023-02
동작구,슈퍼마켓,349,2.7,10,19,2023,2,2023-02
동작구,여관,77,7.8,6,0,2023,2,2023-02
동작구,커피-음료,477,4.7,30,165,2023,2,2023-02
동작구,치킨전문점,78,4.7,10,134,2023,2,2023-02
동작구,패스트푸드점,116,5.0,11,103,2023,2,2023-02
동작구,양식음식점,147,5.6,9,15,2023,2,2023-02
동작구,일식음식점,202,4.0,9,21,2023,2,2023-02
동작구,중식음식점,157,3.6,6,11,2023,2,2023-02
동작구,한식음식점,1621,4.0,72,166,2023,2,2023-02
영등포구,전자상거래업,2493,3.7,92,5,2023,2,2023-02
영등포구,화장품,811,2.5,21,42,2023,2,2023-02
영등포구,문구,212,0.0,0,18,2023,2,2023-02
영등포구,의약품,500,1.3,7,28,2023,2,2023-02
영등포구,편의점,60,4.1,24,528,2023,2,2023-02
영등포구,슈퍼마켓,658,3.9,26,15,2023,2,2023-02
영등포구,여관,225,1.8,4,0,2023,2,2023-02
영등포구,커피-음료,823,3.4,42,395,2023,2,2023-02
영등포구,치킨전문점,109,4.8,12,141,2023,2,2023-02
영등포구,패스트푸드점,143,5.5,14,112,2023,2,2023-02
영등포구,양식음식점,332,2.7,10,32,2023,2,2023-02
영등포구,일식음식점,348,3.1,12,37,2023,2,2023-02
영등포구,중식음식점,616,4.2,27,21,2023,2,2023-02
영등포구,한식음식점,3010,3.7,121,288,2023,2,2023-02
금천구,전자상거래업,2183,3.8,83,5,2023,2,2023-02
금천구,화장품,621,2.2,14,28,2023,2,2023-02
금천구,문구,156,1.8,3,12,2023,2,2023-02
금천구,의약품,255,2.3,6,8,2023,2,2023-02
금천구,편의점,17,4.5,15,320,2023,2,2023-02
금천구,슈퍼마켓,363,2.4,9,14,2023,2,2023-02
금천구,여관,71,0.0,0,1,2023,2,2023-02
금천구,커피-음료,360,2.8,16,205,2023,2,2023-02
금천구,치킨전문점,65,4.9,8,99,2023,2,2023-02
금천구,패스트푸드점,73,6.0,8,61,2023,2,2023-02
금천구,양식음식점,98,3.6,4,13,2023,2,2023-02
금천구,일식음식점,99,5.0,6,21,2023,2,2023-02
금천구,중식음식점,213,4.4,10,13,2023,2,2023-02
금천구,한식음식점,1574,4.1,73,194,2023,2,2023-02
구로구,전자상거래업,2378,3.9,92,7,2023,2,2023-02
구로구,화장품,647,3.5,24,33,2023,2,2023-02
구로구,문구,145,0.6,1,14,2023,2,2023-02
구로구,의약품,330,0.6,2,17,2023,2,2023-02
구로구,편의점,25,3.2,13,381,2023,2,2023-02
구로구,슈퍼마켓,565,3.4,20,19,2023,2,2023-02
구로구,여관,117,1.7,2,0,2023,2,2023-02
구로구,커피-음료,389,5.1,32,234,2023,2,2023-02
구로구,치킨전문점,95,3.2,8,156,2023,2,2023-02
구로구,패스트푸드점,101,3.6,7,94,2023,2,2023-02
구로구,양식음식점,131,3.2,5,23,2023,2,2023-02
구로구,일식음식점,159,5.5,10,23,2023,2,2023-02
구로구,중식음식점,365,6.8,26,15,2023,2,2023-02
구로구,한식음식점,1942,4.1,90,232,2023,2,2023-02
강서구,전자상거래업,3488,3.1,109,4,2023,2,2023-02
강서구,화장품,896,3.3,31,51,2023,2,2023-02
강서구,문구,217,2.1,5,19,2023,2,2023-02
강서구,의약품,439,1.3,6,26,2023,2,2023-02
강서구,편의점,68,2.5,16,561,2023,2,2023-02
